Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),Share Community Scheme,CHP Enabled,CfD Allocation Round,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission  Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lat,long,status,mw
,7097,25/02/2020,Winchester Power,Stockbridge Road,Battery,Stand-alone Storage,,10,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Stockbridge Road Energy Storag, Land adjacent to B3049, Salters Lane, Winchester, Hampshire",Hampshire,South East,England,SO22 5FP,445912,131325,Winchester City Council,17/02575/FUL,,,,,,06/10/2017,,,,,,,14/12/2017,,,,14/12/2020,Implemented,,,51.079417,-1.345973,planning,10
,7111,19/01/2022,Enstor (formerly CJ Energy),Land Adjacent to 4 Redcote Lane (Armley),Battery,Stand-alone Storage,,49.9,,No,,,,,,,,,Revised,Revised,12224,,"Land Adjacent, 4 Redcote Lane, Armley, Leeds, ",West Yorkshire,Yorkshire and Humber,England,LS4 2AL,426967,434272,Leeds City Council,17/06830/FU,,,,,,24/10/2017,,,,,,,07/06/2019,,,,07/06/2022,,,,53.804052,-1.592014,planning,49
,7122,28/01/2019,Statera Energy,Creyke Beck,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Operational,Operational,,,"Land to the south of, Park Lane, Cottingham, Humberside",Humberside,Yorkshire and Humber,England,HU16 5SB,504098,434708,East Riding of Yorkshire Council,17/01372/STPLF,,,,,,20/04/2017,,,,,,,15/06/2017,,,,,01/03/2018,01/11/2018,,53.798272,-0.421018,operation,49
,7129,23/10/2018,Low Carbon,Huggin's Hall,Battery,Stand-alone Storage,,40,,,,,,,,,,,Operational,Operational,,,"Land at Huggin's Hall, Glassenbury Road, Cranbrook, Kent",Kent,South East,England,N17 2QE,575739,135688,Tunbridge Wells Borough Council,16/06052/FULL,,,,,,01/08/2016,,,,,,,21/10/2016,,,,,13/08/2017,13/02/2018,,51.093574,0.508258,operation,40
,7131,29/04/2020,South Redhouse,Land North of Thornton Road,Battery,Co-located with RE,5797,19.9,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land North of, Thornton Road, Redhouse Grid Substation, Kirkcaldy, Fife",Fife,Scotland,Scotland,KY1,329101,695410,Fife Council,15/04010/FULL,,,,,,03/11/2015,,,,,,,10/02/2016,,,,10/02/2019,Implemented,,,56.146096,-3.142677,planning,19
,7133,27/09/2021,Private Developer,North West Of Jameston Farm,Battery,Stand-alone Storage,,19.9,,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"North West Of Jameston Farm, Dalry, Strathclyde",North Ayrshire,Scotland,Scotland,KA24 4EY,232189,647344,North Ayrshire Council,21/00689/MSC,,,,,,29/10/2018,,,,,,,09/08/2021,,,,NA,,,,55.690455,-4.671208,planning,19
,7140,31/03/2023,Arlington Energy (formerly Enso Energy),Calow Green Farm,Battery,Stand-alone Storage,,20,,,,,,,,,,,Operational,Operational,,,"Calow Green Farm, Calow Green, Calow, Chesterfield, Derbyshire",Derbyshire,East Midlands,England,S44 5XQ,441877,369573,North East Derbyshire District Council,18/01011/FL,,,,,,10/09/2018,,,,,,,25/01/2019,,,,25/01/2022,01/04/2019,01/10/2019,,53.221564,-1.374255,operation,20
,7143,09/12/2022,New Forest Energy (formerly Somerley Estate),Land Adj Harmer Warren Quarry,Battery,Stand-alone Storage,,10,,,,,,,,,,,Under Construction,Under Construction,,,"Land Adj Harmer Warren Quarry, Plumley, Harbridge Drove, Ellingham, Ringwood",Hampshire,South East,England,BH24 3PZ,413310,109700,New Forest District Council,17/11630,,,,,,30/11/2017,,,,,,,13/02/2018,,,,NA,16/11/2022,,,50.886637,-1.812153,construction,10
,7148,19/01/2022,Walker & Son (Hauliers) Limited,Kirkhaw Lane,Battery,Co-located with fossil fuel plant,,20,,No,,,,,,,,,Operational,Operational,,,"Industrial Pallet And Transpor, Kirkhaw Lane, Knottingley, ",West Yorkshire,Yorkshire and Humber,England,WF11 8RD,447870,424886,Wakefield Metropolitan District Council,17/01857/FUL,,,,,,17/07/2017,,,,,,,06/10/2017,,,,,01/03/2018,01/05/2018,,53.718198,-1.276097,operation,20
,7149,24/02/2022,Walker & Son (Hauliers) Limited,Kirkhaw Lane,Battery,Stand-alone Storage,,20,,No,,,,,,,,,Revised,Revised,8430,,"Industrial Pallet And Transpor, Kirkhaw Lane, Knottingley",West Yorkshire,Yorkshire and Humber,England,WF11 8RD,447870,424886,Wakefield Metropolitan District Council,17/02739/FUL,,,,,,18/10/2017,,,,,,,22/12/2017,,,,,,,,53.718198,-1.276097,planning,20
,7152,21/09/2022,Kiwi Power (formerly Taunton Battery Storage),Fideoak Mills,Battery,Stand-alone Storage,,30,,,,,,,,,,,Operational,Operational,,,"Fideoak Mills, Upcott Road, Bishops Hull, Taunton, Somerset",Somerset,South West,England,TA4 1AF,319099,125158,Taunton Deane Borough Council,05/16/0056,,,,,,02/12/2016,,,,,,,23/02/2017,,,,,01/09/2019,01/08/2020,,51.020082,-3.154791,operation,30
,7155,02/01/2019,�rsted,Land at Carnegie Road,Battery,Stand-alone Storage,,20,,,,,,,,,,,Operational,Operational,,,"Carnegie Road, Liverpool, Merseyside",Merseyside,North West,England,L13 7HY,338448,391860,Liverpool City Council,16F/2680,,,,,,01/11/2016,,,,,,,15/12/2016,,,,,24/10/2018,24/12/2018,,53.419931,-2.927637,operation,20
,7159,10/05/2023,REG Windpower Limited,Greenburn Wind Park,Battery,Co-located with RE,7865,10,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land Adj Former Opencast, Greenburn Wind Park, New Cumnock, Cumnock, Strathclyde",Strathclyde,Scotland,Scotland,KA18,256423,614614,Scottish Government (S36),ECU00002037,,,,,,27/03/2020,,,,,,,21/04/2023,,,,21/04/2029,,,,55.404377,-4.269049,planning,10
,7161,06/09/2022,Pivot Power,Braintree Road Substation,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Revised,Revised,11995,,"Electricity Sub Station, Braintree Road, 209m From Hoppit House Braintr, 65m From Unnamed Road Cressing, Braintree, Essex",Essex,Eastern,England,CM77 8DJ,577617,221615,Braintree District Council,18/01927/FUL,,,,,,25/10/2018,,,,,,,16/01/2019,,,,16/01/2022,,,,51.864838,0.578226,planning,49
,7168,17/10/2022,Public Power Solutions  (PPS) / West Sussex County Council,"Halewick Lane, Sompting - Battery-based Energy Storage Facility",Battery,Stand-alone Storage,,49.99,,,,,,,,,,,Under Construction,Under Construction,,,"Land at (former) Waste Managem, Halewick Lane, Sompting, Lancing, ",Hampshire,South East,England,BN15 0ND,517555,106564,South Downs National Park Authority,SDNP/18/06402/FUL,,,,,,02/01/2019,,,,,,,03/04/2019,,,,,01/02/2023,,,50.846664,-0.33157,construction,49
,7172,27/07/2022,UK Battery Storage,Osbaldwick Substation,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Under Construction,Under Construction,,,"Os Field 5070, Hull Road, Dunnington, York, ",North Yorkshire,Yorkshire and Humber,England,YO19 5L,464442,451746,York City Council,20/01515/REM,,,,,,21/08/2020,,,,,,,08/10/2020,,,,,01/05/2022,,,53.957798,-1.019392,construction,49
,7174,21/02/2022,Scottish Power Renewables (formerly Arcus Consultancy Services),Whitelee Wind Farm Battery Storage Extension,Battery,Co-located with RE,3489,50,,,,,,,,,,,Operational,Operational,,,"Eaglesham Moor, Whitelee Forest,  Fenwick Moor, East Kilbride, South of Glasgow",Renfrewshire,Scotland,Scotland,G76 0PW,263618,646810,Scottish Government (S36),ECU00000729,,,,,,30/01/2019,,,,,,,10/06/2019,,,,,01/10/2020,01/10/2021,,55.695517,-4.171399,operation,50
,7175,07/04/2022,INRG Solar,Little Crow Solar Park,Battery,Co-located with RE,6557,90,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land located 0.6km to the east of the British Steel site at Scunthorpe, ",Lincolnshire,Yorkshire and Humber,England,DN16 1XP,493116,412070,The Planning Inspectorate - National Infrastructure,EN010101,,,,,,04/12/2020,,,,,,,05/04/2022,,,,05/04/2027,,,,53.596939,-0.594485,planning,90
,7177,03/01/2019,Low Carbon Storage Investment Company/ VLC,Cleator,Battery,Stand-alone Storage,,10,,,,,,,,,,,Operational,Operational,,,"Cleator, Cumbria",Cumbria,North West,England,CA22 2TA,301067,513081,Copeland Borough Council,,,,,,,,,,,,,,,,,,,08/08/2017,08/01/2018,,54.503359,-3.529301,operation,10
,7178,27/10/2022,EDF Energy Renewables/ Force 9 ,Clash Gour,Battery,Co-located with RE,6372,50,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,," located to the southwest, north and east of  Berry Burn ",Moray,Scotland,Scotland,,308050,844900,Scottish Government (S36),ECU00000738,,,,,,17/12/2018,,,,,,,21/10/2022,,,,21/10/2027,,,,57.484976,-3.535323,planning,50
,7181,14/03/2022,Ecotricity,Gloucestershire Science and Technology Park (small),Battery,Stand-alone Storage,,32,,,,,,,,,,,Revised,Revised,10796,,"Hamfield Lane, Berkeley,",Gloucestershire,South West,England,GL13 9FB,365607,199140,Stroud District Council,S.17/2430/FUL,,,,,,25/10/2017,,,,,,,03/04/2018,,,,19/12/2020,,,,51.689953,-2.498942,planning,32
,7182,03/08/2020,Ecotricity,"Old Green Farm, Alveston Battery Storage",Battery,Stand-alone Storage,,10,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Agricultural Field Circa 600M South Of Earthcott Green And Circa 297M East Of The B4427,Gloucestershire,South West,England,BS35 3TD,364952,184630,South Gloucestershire Council,PT17/1992/RVC,,,,,,27/04/2017,,,,,,,17/11/2017,,,,17/11/2022,,,,51.559454,-2.506961,planning,10
,7184,21/08/2020,Statera Energy,Minety South - Battery Storage,Battery,Stand-alone Storage,,49.99,,,,,,,,,,,Operational,Operational,,,Land South of Minety Substation Minety,Wiltshire,South West,England,SN16 9RP�,400916,189181,Wiltshire Council,17/03941/FUL,,,,,,05/05/2017,,,,,,,19/07/2017,,,,19/07/2020,,01/10/2022,,51.601469,-1.98817,operation,49
,7185,24/11/2023,Statera Energy / Gresham House,West Didsbury Battery Storage,Battery,Stand-alone Storage,,49.99,,,,,,,,,,,Operational,Operational,,,"Sawfield Nurseries Fairy Lane, Sale",Greater Manchester,North West,England,M33 2JU,381429,391372,Trafford Council,92459/FUL/17,,,,,,25/09/2017,,,,,,,20/12/2017,,,,20/12/2020,01/06/2022,21/11/2023,,53.418818,-2.280893,operation,49
,7192,22/03/2019,Wentlooge Farmers' Solar Scheme,Wentlooge Renewable Energy Hub,Battery,Co-located with RE,7191,62.5,,,,,,,,,,,Revised,Revised,11279,,Land SW of St Brides on the Gwent Levels,Gwent,Wales,Wales,,327583,181917,Welsh Government (NSIP),DNS/3216558,,,,,,07/05/2020,,10/09/2021,,,,,,,,,,,,,51.531497,-3.045377,planning,62
,7208,16/04/2020,Engie Developments Ireland,Classic Marble Showers Site,Battery,Stand-alone Storage,,48,,,,,,,,,,,Revised,Revised,7979,,"South of Classic Marble (Showe, 31 Garvaghy Bridge Road, Garvaghy, Dungannon, ",Co. Fermanagh,Northern Ireland,Northern Ireland,BT70 2EW,68914,522080,Fermanagh and Omagh,LA10/2018/1589/F,,,,,,18/12/2018,,,,,,,03/09/2019,,,,01/09/2024,,,,54.485653,-7.114167,planning,48
,7217,08/03/2022,Coronation Power,Pleasance Road,Battery,Stand-alone Storage,,45,,,,,,,,,,,Revised,Revised,9997,,"Land 130M S/E of, Pleasance Road, Coupar Angus Substation, Blairgowrie, Tayside",Perth and Kinross,Scotland,Scotland,PH13 9JB,321821,739152,Perth & Kinross Council,19/00513/FLM,,,,,,29/03/2019,,,,,,,24/09/2019,,,,23/09/2022,,,,56.537847,-3.272834,planning,45
,7226,22/08/2019,Shires Hamilton ,Blackpark Farm ,Battery,Stand-alone Storage,,20,,,,,,,,,,,Revised,Revised,8105,,"Black Park Farm, Nairn, ",Highland,Scotland,Scotland,IV12 5HY,289712,814915,Highland Council,19/00702/FUL,,,,,,28/02/2019,,,,,,,17/05/2019,,,,17/05/2022,,,,57.211675,-3.827596,planning,20
,7234,20/08/2019,Shires Hamilton,Fordtown Energy Storage,Battery,Stand-alone Storage,,20,,,,,,,,,,,Revised,Revised,7764,,"Fordtown, Kintore, Inverurie, Grampian",Aberdeenshire,Scotland,Scotland,AB51 0XJ,377990,814576,Aberdeenshire Council,APP/2019/0373,,,,,,06/03/2019,,,,,,,20/08/2019,,,,20/08/2022,,,,57.221396,-2.366114,planning,20
,7272,29/04/2019,Aura Power / Pivot Power,Burwell Main Sub-Station,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Revised,Revised,9292,,"Land adj to Burwell 400kV Subs, Weirs Drove, Burwell, Cambridge, ",Cambridgeshire,Eastern,England,CB25 0BP,557976,267089,East Cambridgeshire District Council,19/00155/FUL,,,,,,24/01/2019,,,,,,,29/04/2019,,,,29/04/2022,,,,52.279248,0.314266,planning,49
,7283,30/04/2019,Pivot Power,Sundon Substation,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Revised,Revised,9315,,"Sundon 400KV Substation, Waterend Lane, Chalton,",Bedfordshire,Eastern,England,LU4 9UL,503325,226795,Central Bedfordshire Council,CB/19/00200/FULL,,,,,,23/01/2019,,,,,,,30/04/2019,,,,30/04/2022,,,,51.930088,-0.498665,planning,49
,7306,24/11/2021,EDF Energy,Stranoch 2,Battery,Co-located with RE,6600,20,,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,4258,"New Luce, Newton Stewart",Dumfries and Galloway,Scotland,Scotland,,215493,571022,Scottish Government (S36),ECU00000710,,,,,,18/10/2018,,,,,,,24/11/2021,,,,24/11/2027,,,,54.999476,-4.886167,planning,20
,7315,07/03/2019,Harmony Energy Storage,"Jamesfield Organic Centre, Phase 2",Battery,Stand-alone Storage,,19,,No,,,,,,,,,Revised,Revised,10863,,"Land 140 Metres North East Of, Jamesfield Organic Centre, Newburgh, Cupar, ",Perth and Kinross,Scotland,Scotland,KY14 6EW,320261,717467,Perth & Kinross Council,18/02336/FLL,,,,,,09/01/2019,,,,,,,07/03/2019,,,,30/09/2022,,,,56.342816,-3.291569,planning,19
,7332,18/12/2019,Gridserve,Boscar Grange Farm,Battery,Co-located with RE,5482,27,,,,,,,,,,,Operational,Operational,,,"Boscar Grange Farm, Thirsk Road, Easingwold, York, North Yorkshire",North Yorkshire,Yorkshire and Humber,England,YO61 3NQ,450521,472345,Hambleton District Council,18/02314/NMC,,,,,,29/10/2018,,,,,,,29/11/2018,,,,,23/05/2019,18/12/2019,,54.14446,-1.228101,operation,27
,7333,18/12/2020,EDF Energy Renewables,Troston Loch Wind Farm,Battery,Co-located with RE,6432,20,,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Troston Loch Wind Farm, New Abbey, West Of Moniaive, Dumfries, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG2 8EF,268466,590107,Scottish Government (S36),ECU00001785,,,,,,21/02/2019,,,,,,,18/12/2020,,,,18/12/2026,,,,55.187688,-4.06752,planning,20
,7335,01/02/2022,RNA Energy / Harmony Energy Storage/ Tag Energy UK,Tollgate Farm Battery Storage ,Battery,Stand-alone Storage,,49.5,,No,,,,,,,,,Under Construction,Under Construction,,6949,"Tollgate Farm, Tollgate Road, North Mymms",Hertfordshire,Eastern,England,AL4 0NY,521828,205528,Welwyn Hatfield Borough Council,6/2017/2340/FULL,,,,,,12/10/2017,,,,,,,05/01/2018,,,,,01/02/2022,,,51.735231,-0.237166,construction,49
,7360,01/11/2022,Harmony Energy Storage,Pillswood Phase 2,Battery,Stand-alone Storage,,49.5,,,,,,,,,,,Operational,Operational,,,"Creyke Beck Substation 4875, Park Lane, Cottingham, Humberside",Humberside,Yorkshire and Humber,England,HU16 5SB,504356,435160,East Riding of Yorkshire Council,19/01449/STPLF,,,,,,23/05/2019,,,,,,,14/11/2019,,,,14/11/2022,01/04/2022,01/11/2022,,53.802281,-0.416949,operation,49
,7368,15/11/2019,Pivot Power,Kemsley Substation,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Under Construction,Under Construction,,,"Land To The South Of Kemsley S, Ypres Drive, Kemsley, Sittingbourne, Kent",Kent,South East,England,ME10 2,591008,166650,Swale Borough Council,19/502514/FULL,,,,,,24/05/2019,,,,,,,19/07/2019,,,,19/07/2022,15/11/2019,,,51.366785,0.742542,construction,49
,7371,29/07/2022,Gore Street Energy Storage Fund,Ferrymuir,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Under Construction,Under Construction,,,"Land west of Ferrymuir, South of Westfield Road, Cupar,",Fife,Scotland,Scotland,KY15 5AP,335613,713603,Fife Council,19/02750/FULL,,,,,,23/09/2019,,,,,,,21/11/2019,,,,21/11/2022,29/07/2022,,,56.310446,-3.042318,construction,49
,7383,13/12/2021,Trenport Investments,Plot 2B EurolinkV,Battery,Stand-alone Storage,,20,,No,,,,,,,,,Under Construction,Under Construction,,,"Plot 2B Eurolink V, Sittingbourne, Land orth of Swale Way, Sittingbourne",Kent,South East,England,ME9 9AR,592954,164443,Swale Borough Council,19/502257/FULL,,,,,,03/05/2019,,,,,,,25/10/2019,,,,25/10/2022,01/10/2021,,,51.346306,0.769266,construction,20
,7385,23/03/2023,Low Carbon UK Solar Investment Company,Aurora Solar Farm,Battery,Co-located with RE,7384,18,,,,,,,,,,,Under Construction,Under Construction,,,"Twelve Acre Farm, Chilbridge Road, Eynsham, Witney, ",Oxfordshire,South East,England,OX29 4BH,441242,209314,West Oxfordshire District Council,19/02516/FUL,,,,,,24/09/2019,,,,,,,23/03/2020,,,,23/03/2023,26/04/2021,,,51.780977,-1.403578,construction,18
,7395,25/06/2020,ScottishPower Renewables,Harestanes Windfarm,Battery,Co-located with RE,4119,100,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Harestanes Windfarm, Forest Of Ae, Northwest Of Ae Village, Moffat, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG10,300958,597760,Scottish Government (S36),ECU00001870,,,,,,20/06/2019,,,,,,,20/12/2019,,,,20/12/2022,,,,55.264014,-3.560109,planning,100
,7404,23/01/2020,Londonwide Properties,Trevol Business Park,Battery,Stand-alone Storage,,10,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land At, Trevol Business Park, Torpoint, Cornwall",Cornwall,South West,England,PL11 2TB,241778,55300,Cornwall Council,PA19/03228,,,,,,12/04/2019,,,,,,,02/09/2019,,,,02/09/2022,,,,50.376261,-4.226543,planning,10
,7460,02/07/2019,Douglas West Extension / 3R Energy Solutions,Douglas West Wind Farm (extension),Battery,Co-located with RE,6826,20,,,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Douglas West and Dalquhandy, F, Lesmahagow, Site West of Junction 11 of M7, Lanark, Strathclyde",Strathclyde,Scotland,Scotland,ML11 0NN,280968,634257,Scottish Government (S36),ECU00001836,,,,,,12/04/2019,,,,,,,,,,,,,,,55.587358,-3.890104,planning,20
,7462,17/09/2020,Pivot Power,Harker Grid Sub Station,Battery,Stand-alone Storage,,49.9,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land to the west of Harker Grid Sub Station, Low Harker, Harker, Carlisle",Cumbria,North West,England,CA6 4DQ,338345,561274,Carlisle City Council,19/0371,,,,,,08/05/2019,,,,,,,10/07/2019,,,,10/07/2022,,,,54.942299,-2.96397,planning,49
,7464,03/07/2019,Anesco,Lascar Works ,Battery,Stand-alone Storage,,20,,,,,,,,,,,Operational,Operational,,,"Lascar Works, Tanpits Road, Bury, BL9 5BY",Lancashire,North West,England,BL9 5BY,380570,411256,Bury Metropolitan Borough Council,62215,,,,,,30/11/2017,,,,,,,,,,,,26/03/2019,26/06/2019,,53.59751,-2.295057,operation,20
,7479,23/05/2023,Pivot Power,Bramford Substation,Battery,Stand-alone Storage,,57,,,,,,,,,,,Under Construction,Under Construction,,,"Land Adjacent To, Bullen Lane, Bramford, Ipswich, Suffolk",Suffolk,Eastern,England,IP8 4JH,610154,246043,Mid Suffolk District Council,DC/19/03008,,,,,,25/06/2019,,,,,,,23/09/2019,,,,23/09/2022,01/06/2023,,,52.072856,1.065047,construction,57
,7510,16/03/2023,SSE Renewables,Salisbury Substation,Battery,Stand-alone Storage,,49.5,,,,,,,,,,,Under Construction,Under Construction,,,"Land Adjacent To, Salisbury Substation, Wilton, Salisbury, ",Wiltshire,South West,England,SP2 0BL,410452,131423,Wiltshire Council,19/05443/FUL,,,,,,05/08/2019,,,,,,,05/03/2020,,,,05/03/2023,01/09/2022,,,51.082033,-1.852165,construction,49
,7527,20/12/2019,McBallester,Tiddlywink Barn,Battery,Stand-alone Storage,,10,,,,,,,,,,,Revised,Revised,9552,7073,"The Barn South East Of, 8 Tiddly Wink, Yatton Keynell, Chippenham, ",Wiltshire,South West,England,SN14 7BY,387318,175704,Wiltshire Council,19/06775/FUL,,,,,,15/07/2019,10/09/2019,,,,,,,,,,,,,,51.480148,-2.184011,planning,10
,7556,25/06/2020,Energia Group,Lisnabreeny Road,Battery,Stand-alone Storage,,36,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Lands to the southeast of, 1 Lisnabreeny Road East, Belfast, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT6 9SS,150249,524705,Belfast City Council,LA05/2019/0675/F,,,,,,21/06/2019,,,,,,,29/04/2020,,,,28/04/2025,,,,54.555765,-5.864088,planning,36
,7570,14/09/2022,Enso Energy Limited,Clayhill Farm -  Battery Energy Storage,Battery,Stand-alone Storage,,21,,No,,,,,,,,,Operational,Operational,,,"Land at Clayhill Farm, Greenfield Road, Westoning, Bedford",Bedfordshire,Eastern,England,MK45 5JD,503744,232982,Central Bedfordshire Council,CB/17/06006/FULL,,,,,,19/12/2017,,,,,,,23/03/2018,,,,23/03/2021,01/05/2019,01/10/2019,,51.985617,-0.490707,operation,21
,7571,17/09/2020,Pivot Power,Cowley electricity sub-station,Battery,Co-located with fossil fuel plant,,49.9,,,,,,,,,,,Under Construction,Under Construction,,,"Cowley Main Sub Station, Lower Blackberry Lane, Garsington, Oxford ",Oxfordshire,South East,England,OX44 9BD,456332,202409,South Oxfordshire District Council,P19/S0623/FUL,,,,,,25/02/2019,,,,,,,19/07/2019,,,,,15/11/2019,,,51.717588,-1.185977,construction,49
,7572,25/03/2020,Scottish Power Renewables,Hagshaw Hill,Battery,Co-located with RE,7456,20,,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Hagshaw Hill Wind Farm, Douglas, Lanark ",South Lanarkshire,Scotland,Scotland,ML11 0RR,282089,631116,Scottish Government (S36),ECU00000737,,,,,,03/12/2018,,,,,,,26/02/2020,,,,26/02/2025,,,,55.559423,-3.870987,planning,20
